162800877,E39,16111024,Medical Incident,10/06/2016,10/06/2016,Unable to Locate,10/06/2016 08:46:44 AM,100 Block of GARCES DR,San Francisco,94132,B08,19,8483,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,8,7,Lakeshore,"(37.7151948453327, -122.478943772791)",162800877-E39,3.1
162800963,E37,16111031,Medical Incident,10/06/2016,10/06/2016,SFPD,10/06/2016 09:23:51 AM,0 Block of DAKOTA ST,San Francisco,94107,B10,37,2614,2,2,2,true,Non Life-threatening,1,ENGINE,1,10,10,Potrero Hill,"(37.7536287459484, -122.395523138586)",162800963-E37,4.3333335
162801124,E36,16111044,Medical Incident,10/06/2016,10/06/2016,No Merit,10/06/2016 09:50:22 AM,OAK ST/FRANKLIN ST,San Francisco,94102,B02,36,3211,2,2,2,true,Non Life-threatening,1,ENGINE,1,2,5,Hayes Valley,"(37.775232334473, -122.420959921668)",162801124-E36,1.4
162801214,T19,16111049,Medical Incident,10/06/2016,10/06/2016,Code 2 Transport,10/06/2016 10:26:45 AM,500 Block of BUCKINGHAM WAY,San Francisco,94132,B08,19,8854,3,3,3,false,Potentially Life-Threatening,1,TRUCK,1,8,7,Lakeshore,"(37.7301293750144, -122.478455492849)",162801214-T19,1.3333334
162801405,KM14,16111065,Medical Incident,10/06/2016,10/06/2016,Cancelled,10/06/2016 11:04:04 AM,1100 Block of MARKET ST,San Francisco,94103,B02,01,2316,2,2,2,false,Non Life-threatening,1,PRIVATE,1,2,6,South of Market,"(37.7795310846627, -122.413542548681)",162801405-KM14,0.8
162801997,KM14,16111121,Medical Incident,10/06/2016,10/06/2016,Code 2 Transport,10/06/2016 03:26:58 PM,400 Block of CRESTMONT DR,San Francisco,94131,B08,20,5379,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,5,7,Inner Sunset,"(37.758781372791, -122.459417333886)",162801997-KM14,2.6833334
162802001,E06,16111122,Medical Incident,10/06/2016,10/06/2016,Code 2 Transport,10/06/2016 01:47:40 PM,0 Block of CASTRO ST,San Francisco,94114,B05,06,0513,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,5,8,Castro/Upper Market,"(37.7681974804348, -122.435640192922)",162802001-E06,3.65
162802212,B02,16111142,Outside Fire,10/06/2016,10/06/2016,Fire,10/06/2016 02:34:31 PM,OCTAVIA ST/ROSE ST,San Francisco,94102,B02,36,3313,3,3,3,false,Fire,1,CHIEF,2,2,5,Hayes Valley,"(37.7734039735031, -122.424011889324)",162802212-B02,2.35
162802249,89,16111146,Medical Incident,10/06/2016,10/06/2016,No Merit,10/06/2016 02:47:07 PM,5TH ST/HOWARD ST,San Francisco,94103,B03,01,2245,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.7814995076073, -122.404933347868)",162802249-89,3.1333334
162802470,62,16111166,Structure Fire,10/06/2016,10/06/2016,Fire,10/06/2016 03:45:40 PM,100 Block of HAWTHORNE ST,San Francisco,94107,B03,01,2147,3,3,3,true,Alarm,1,MEDIC,12,3,6,Financial District/South Beach,"(37.7840147732632, -122.397085865631)",162802470-62,4.883333
