1850050,M15,55301,Medical Incident,07/03/2000,07/02/2000,Other,07/03/2000 07:38:35 AM,200 Block of SAN FERNANDO WAY,SF,94127,B09,39,8554,3,3,3,true,,1,MEDIC,2,9,7,West of Twin Peaks,"(37.7325253339799, -122.469522729073)",001850050-M15,5.0833335
1850058,T01,55309,Alarms,07/03/2000,07/02/2000,Other,07/03/2000 07:05:25 AM,100 Block of 9TH ST,SF,94103,B02,36,2336,3,3,3,true,,1,TRUCK,3,2,6,South of Market,"(37.7751756623626, -122.413488730988)",001850058-T01,2.7666667
1850065,RC2,55316,Medical Incident,07/03/2000,07/02/2000,Other,07/03/2000 08:03:06 AM,2000 Block of MISSION ST,SF,94110,B02,07,5236,3,3,3,true,,1,RESCUE CAPTAIN,3,2,9,Mission,"(37.7642444942899, -122.419521866555)",001850065-RC2,2.7
1850070,M03,55321,Medical Incident,07/03/2000,07/03/2000,Other,07/03/2000 09:01:03 AM,6TH ST/MARKET ST,SF,94102,B03,01,2248,3,3,3,true,,1,MEDIC,2,3,6,South of Market,"(37.7822305756448, -122.410292026777)",001850070-M03,2.8666666
1850104,E08,55354,Medical Incident,07/03/2000,07/03/2000,Other,07/03/2000 11:26:57 AM,4TH ST/BRANNAN ST,SF,94107,B03,08,2223,3,3,3,false,,1,ENGINE,2,3,6,South of Market,"(37.7783268314649, -122.396530638158)",001850104-E08,1.5166667
1850113,E17,55363,Structure Fire,07/03/2000,07/03/2000,Other,07/03/2000 11:59:14 AM,3RD ST/BANCROFT AV,SF,94124,B10,17,6537,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7262373966555, -122.393902508468)",001850113-E17,7.2166667
1850115,M36,55365,Medical Incident,07/03/2000,07/03/2000,Other,07/03/2000 01:11:35 PM,500 Block of VALENCIA ST,SF,94110,B02,07,5247,2,2,2,true,,1,MEDIC,1,2,8,Mission,"(37.7641044099588, -122.42187797405)",001850115-M36,8.666667
1850122,B07,55372,Structure Fire,07/03/2000,07/03/2000,Other,07/03/2000 02:25:04 PM,1500 Block of GROVE ST,SF,94117,B05,21,4253,3,3,3,false,,3,CHIEF,24,5,5,Lone Mountain/USF,"(37.7754543454069, -122.442133697759)",001850122-B07,5.7166667
1850124,D1,55373,Structure Fire,07/03/2000,07/03/2000,Other,07/03/2000 12:33:55 PM,BAY ST/MASON ST,SF,94133,B01,28,1425,3,3,3,false,,1,CHIEF,5,1,3,North Beach,"(37.8056184799358, -122.413604167697)",001850124-D1,4.983333
1850132,M09,55382,Medical Incident,07/03/2000,07/03/2000,Other,07/03/2000 01:32:10 PM,200 Block of BAY SHORE BLVD,SF,94124,B10,09,6375,3,3,3,true,,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7442404121423, -122.40429562467)",001850132-M09,1.9166666
1850155,RA38,55404,Medical Incident,07/03/2000,07/03/2000,Other,07/03/2000 02:39:57 PM,500 Block of 18TH AVE,SF,94121,B07,31,7165,1,1,2,false,,1,AIRPORT,1,7,1,Outer Richmond,"(37.7775714175008, -122.477101447838)",001850155-RA38,2.95
1850166,B10,55414,Vehicle Fire,07/03/2000,07/03/2000,Other,07/03/2000 02:59:26 PM,0 Block of WATCHMAN WAY,SF,94107,B10,37,2566,3,3,3,false,,1,CHIEF,2,10,10,Potrero Hill,"(37.7553520145946, -122.395257871762)",001850166-B10,16.016666
1850171,RS2,55419,Structure Fire,07/03/2000,07/03/2000,Other,07/03/2000 02:55:32 PM,0 Block of ROSIE LEE LN,SF,94124,B10,17,6643,3,3,3,false,,1,RESCUE SQUAD,6,10,10,Bayview Hunters Point,"(37.7320281293955, -122.380006545606)",001850171-RS2,1.9166666
1850201,E17,55445,Structure Fire,07/03/2000,07/03/2000,Other,07/03/2000 04:21:20 PM,BEATRICE LN/ESPANOLA ST,SF,94124,B10,17,6641,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7309011761712, -122.380149049067)",001850201-E17,9.933333
1850205,B05,55450,Structure Fire,07/03/2000,07/03/2000,Other,07/03/2000 04:31:01 PM,2600 Block of BUSH ST,SF,94115,B04,10,4234,3,3,3,false,,1,CHIEF,6,5,2,Pacific Heights,"(37.7860194328499, -122.440882805134)",001850205-B05,1.8333334
1850225,92,55469,Medical Incident,07/03/2000,07/03/2000,Other,07/03/2000 07:19:30 PM,1000 Block of POLK ST,SF,94109,B04,03,3121,3,3,3,true,,1,MEDIC,1,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",001850225-92,3.7333333
1850235,M08,55479,Medical Incident,07/03/2000,07/03/2000,Other,07/03/2000 06:21:57 PM,300 Block of EDDY ST,SF,94102,B02,01,1545,3,3,3,true,,1,MEDIC,4,2,6,Tenderloin,"(37.7839429146271, -122.41295236246)",001850235-M08,3.1833334
1850247,B09,55491,Structure Fire,07/03/2000,07/03/2000,Other,07/03/2000 07:10:05 PM,300 Block of LELAND AVE,SF,94134,B09,44,6257,3,3,3,false,,1,CHIEF,4,9,10,Visitacion Valley,"(37.7135747751031, -122.411366671101)",001850247-B09,5.1666665
1850248,T03,55492,Medical Incident,07/03/2000,07/03/2000,Other,07/03/2000 07:09:59 PM,800 Block of LARKIN ST,SF,94109,B04,03,1642,3,3,3,true,,1,TRUCK,2,4,6,Tenderloin,"(37.7853958548955, -122.418017194291)",001850248-T03,8.833333
1850260,M01,55503,Medical Incident,07/03/2000,07/03/2000,Other,07/03/2000 08:26:14 PM,600 Block of OFARRELL ST,SF,94109,B04,03,1544,3,3,3,true,,1,MEDIC,2,2,6,Tenderloin,"(37.7854364798696, -122.41533612902)",001850260-M01,2.0
1850270,E40,55513,Vehicle Fire,07/03/2000,07/03/2000,Other,07/03/2000 08:55:43 PM,18TH AV/JUDAH ST,SF,94122,B08,22,7371,3,3,3,false,,1,ENGINE,1,8,4,Inner Sunset,"(37.7617471516544, -122.475924091366)",001850270-E40,1.3666667
1850302,RA32,55544,Medical Incident,07/03/2000,07/03/2000,Other,07/03/2000 10:46:03 PM,3200 Block of 24TH ST,SF,94110,B06,11,5525,1,1,2,true,,1,AIRPORT,1,6,9,Mission,"(37.7524095591909, -122.416551372097)",001850302-RA32,6.75
1850305,E02,55547,Structure Fire,07/03/2000,07/03/2000,Other,07/03/2000 10:59:47 PM,700 Block of GREEN ST,SF,94133,B01,02,1352,3,3,3,false,,1,ENGINE,7,1,3,Chinatown,"(37.7991164443528, -122.411679447877)",001850305-E02,1.8333334
1860001,E10,55556,Alarms,07/04/2000,07/03/2000,Other,07/04/2000 12:17:07 AM,1600 Block of SCOTT ST,SF,94115,B04,10,4131,3,3,3,false,,1,ENGINE,1,5,5,Japantown,"(37.7849864733147, -122.438181369407)",001860001-E10,3.1333334
1860004,M17,55559,Medical Incident,07/04/2000,07/03/2000,Other,07/04/2000 01:41:41 AM,400 Block of ALPHA ST,SF,94134,B10,44,6267,3,3,3,true,,1,MEDIC,2,9,10,Visitacion Valley,"(37.7122797937466, -122.405495820207)",001860004-M17,4.7833333
